i,Title,Author,Publisher,Subjects,ISBN Valid,isbn_clean,cover_url
119,Un ami tombé du ciel /,"Lallemand, Orianne, 1972-",Editions Auzou,Livres d'images,9782733892985; 2733892983,9782733892985,
120,La petite bûche /,"Escoffier, Michaël",Éditions d'eux,Création littéraire; Animaux des forêts; Livres d'images,9782924645314; 292464531X,9782924645314,https://covers.openlibrary.org/b/isbn/9782924645314-M.jpg?default=false
121,Le veilleur de lune /,"Bombace, Aurélie",Gautier-Languereau,,9782017086864; 201708686X,9782017086864,
122,"Schtinki, un sanglier au caractère de cochon : inspiré d’une histoire vraie /","Giorgini, Victoria",Lunidea,,9782970156505; 2970156504,9782970156505,
123,Cache-Lune /,"Puybaret, Eric",Gautier-Languereau,Lune; Entraide; Vol,9782017124023; 2017124028,9782017124023,https://covers.openlibrary.org/b/id/3068786-M.jpg?default=false
124,Monsieur Paul et le poisson Alfred /,"Neeman, Sylvie 1963-....",l'École des loisirs,Amitié.; Déserts.; Roman pour la jeunesse.; Livres illustrés pour enfants.,9782211321006; 2211321003,9782211321006,
125,Le voleur de lettres /,"Torti, Dominique",Editions Torti,Lecture--Étude et enseignement (primaire); Apprentissage de l'écriture; Ouvrages pour la jeunesse,9782970146209; 2970146207,9782970146209,
126,Je revenais des autres : roman /,"Da Costa, Mélissa",Albin Michel,Roman,9782226456120; 2226456120,9782226456120,https://covers.openlibrary.org/b/id/10866217-M.jpg?default=false
127,Recitatif : a story /,"Morrison, Toni, 1931-2019",Alfred A Knopf,,9780593315033; 0593315030,9780593315033,https://covers.openlibrary.org/b/id/10904735-M.jpg?default=false
128,Hamnet /,"O'Farrell, Maggie",Belfond,[Roman historique],9782714494085; 2714494080,9782714494085,https://covers.openlibrary.org/b/isbn/9782714494085-M.jpg?default=false
129,Énigmes : au coeur de la science : résous 25 mystérieuses affaires /,"Gallo, Ana",Saltimbanque éditions,Livres documentaires pour la jeunesse; Sciences--Expériences pour la jeunesse; Livres-jeux,9782378012069; 2378012063,9782378012069,https://covers.openlibrary.org/b/id/13985493-M.jpg?default=false
130,Peau de mille bêtes /,"Fert, Stéphane",Delcourt,Bandes dessinées; Femmes--Conditions sociales; Contes détournés,9782756091723; 2756091723,9782756091723,
131,Carbone & Silicium /,"Bablet, Mathieu, 1987-",Ankama,Intelligence artificielle; Bandes dessinées de science-fiction; Bandes dessinées,9791033511960,9791033511960,https://covers.openlibrary.org/b/id/14831622-M.jpg?default=false
132,Saga /,"Vaughan, Brian K",Urban Comics,Bandes dessinées,9782365772013; 2365772013; 9782365772570; 2365772579; 9782365773744; 2365773745; 9782365774284; 2365774288; 9782365776950; 2365776957; 9782365778640; 236577864X; 9782365779241; 2365779247; 9791026811961; 9791026815280; 9791026815372; 9791026822615,9782365772013,https://covers.openlibrary.org/b/id/10867159-M.jpg?default=false
133,Tant que le café est encore chaud : roman /,"Kawaguchi, Toshikazu 1971-....",Albin Michel,Roman,9782226458506; 2226458506,9782226458506,https://covers.openlibrary.org/b/id/12631240-M.jpg?default=false
134,Le génie des dys : être dys et haut potentiel à la fois /,"Habib, Michel",Editions Sciences Humaines,Dyspraxie; Dyslexie; Surdoués; Troubles de l'apprentissage; Enfants surdoués; Enfants dyslexiques,9782361067663; 2361067668,9782361067663,
135,En vadrouille dans Aventicum /,"Tissot, Lucile, archéologue",Infolio,"Rome--30 av. J.-C.-476 (Empire); Ouvrages pour la jeunesse; Avenches (Suisse, VD); Gallo-romains--Suisse; Sites archéologiques",9782889680498; 2889680495,9782889680498,
136,Et Dieu riait beaucoup : roman /,"Sfar, Joann",Albin Michel,,9782226457790; 2226457798,9782226457790,
137,Vaud /,"Jobé-Truffé, Virginie",Auzou,Vaud (Suisse); Livres documentaires pour la jeunesse; Atlas; Ouvrages pour la jeunesse,9782365084116; 2365084117,9782365084116,
138,Miracle à la combe aux Aspics /,"Tomić, Ante",Noir sur Blanc,,9782882506771; 2882506775,9782882506771,https://covers.openlibrary.org/b/id/11364145-M.jpg?default=false
139,Un miracle : roman /,"Mas, Victoria",Albin Michel,,9782226474087; 2226474080,9782226474087,
140,Habibi /,"Thompson, Craig, 1975-",Casterman,Bandes dessinées,9782203003279; 2203003278; 9782203132702; 2203132701,9782203003279,https://covers.openlibrary.org/b/id/9084367-M.jpg?default=false
141,L'illusion du mal : roman /,"Pulixi, Piergiorgio, 1982-",Gallmeister,,9782351782774; 2351782771,9782351782774,
142,Oublier Gabriel /,"Yoakim-Pasquier, Karine",Editions Torticolis et Frères,Roman suisse de langue française,9782940712045; 2940712042,9782940712045,
143,Larmes de renard /,"Salvadore, Matteo 2001-....",Plaisir de Lire,Roman policier suisse de langue française,9782883871472; 2883871477,9782883871472,
144,Le monstre poilu /,"Bichonnier, Henriette",Gallimard Jeunesse,Monstres; Roman pour la jeunesse,9782075160445; 2075160449,9782075160445,https://covers.openlibrary.org/b/id/3077936-M.jpg?default=false
145,Elles : roman /,"De Céspedes, Alba",Gallimard,,9782072941795; 2072941792,9782072941795,
146,Ne coupez jamais la poire en deux : un manuel redoutable pour négocier gagnant par un négociateur du FBI /,"Voss, Christopher",Belfond,Négociations; Relations humaines; Guides pratiques,9782714474346; 2714474349,9782714474346,
147,La couleur des émotions : un livre tout animé /,"Llenas, Anna",Quatre Fleuves,Émotions; Couleurs; Sens et sensations; Livres animés; [Ouvrages pour la jeunesse]; Ouvrages pour la jeunesse,9791026400134,9791026400134,https://covers.openlibrary.org/b/id/7884451-M.jpg?default=false
148,Grèce continentale : + îles Ioniennes et Sporades : 2022-2023,,Hachette,Grèce; Guides touristiques et de visite,9782017187820; 2017187828,9782017187820,https://covers.openlibrary.org/b/id/11368466-M.jpg?default=false
149,Lettre à mon dictateur /,Eugène 1969-....,Editions Slatkine,Roumains--Suisse; Roman suisse de langue française; Biographie,9782832111420; 2832111424,9782832111420,
150,Escape game au manoir /,"Lescaille, Nathalie",Bayard Jeunesse,,9791036348075,9791036348075,
151,Le loup en [slip] se les gèle méchamment /,"Lupano, Wilfrid",Dargaud Bénélux,Bandes dessinées,9782505070405; 2505070407,9782505070405,https://covers.openlibrary.org/b/id/13771334-M.jpg?default=false
152,Le loup en [slip] /,"Lupano, Wilfrid",Dargaud Benelux,Loup; Bandes dessinées; Ouvrages pour la jeunesse,9782505067207; 2505067201,9782505067207,https://covers.openlibrary.org/b/isbn/2505067201-M.jpg?default=false
153,Ceux qui restent /,"Lupano, Wilfrid",Dargaud Benelux,Bandes dessinées,9782505019930; 2505019932,9782505019930,https://covers.openlibrary.org/b/id/10867646-M.jpg?default=false
154,Lucine et Enzo : ou le parcours d'un enfant atypique /,Emma dessinatrice 1981-....,Massot Editions,Trouble déficitaire de l'attention avec ou sans hyperactivité; Livres documentaires,9782380353143; 238035314X,9782380353143,https://covers.openlibrary.org/b/id/10978947-M.jpg?default=false
155,Celui qui part  /,"Lupano, Wilfrid",Dargaud Benelux,Bandes dessinées,9782505063520; 2505063524,9782505063520,https://covers.openlibrary.org/b/id/12056938-M.jpg?default=false
156,Bonny and Pierrot /,"Lupano, Wilfrid",Dargaud Benelux,Bandes dessinées,9782505061632; 2505061637,9782505061632,https://covers.openlibrary.org/b/id/10868992-M.jpg?default=false
157,Mon cerveau a besoin de lunettes : le TDAH expliqué aux enfants /,"Vincent, Annick, 1965-",Les éditions de l'Homme,Trouble déficitaire de l'attention avec ou sans hyperactivité; Troubles de l'attention--Thérapeutique,9782761958851; 2761958853,9782761958851,
158,Le loup en [slip] slip hip hip ! /,"Lupano, Wilfrid",Dargaud Bénélux,Loup; Animaux des forêts; Bandes dessinées,9782505071426; 250507142X,9782505071426,https://covers.openlibrary.org/b/isbn/9782505071426-M.jpg?default=false
159,Le coeur en braille /,"Chamblain, Joris, 1984-",Dargaud,Bandes dessinées; Adolescentes handicapées; Handicap; Cécité,9782205086638; 2205086634,9782205086638,
160,Mon cerveau a encore besoin de lunettes : le TDAH chez les adolescents et les adultes : guide pratique pour mieux vivre avec le trouble du déficit de l'attention avec ou sans hyperactivité /,"Vincent, Annick 1965-....",Les Éditions de l'Homme,Troubles de l'attention--Diagnostic; Troubles de l'attention--Thérapeutique; Troubles de l'attention--Aspect génétique; Troubles de l'attention--Chez l'adolescent; Thérapie comportementale pour adolescents; Trouble déficitaire de l'attention avec ou sans hyperactivité; Trouble déficitaire de l'attention chez l'adulte--Ouvrages de vulgarisation.; Trouble déficitaire de l'attention chez l'adolescent--Ouvrages de vulgarisation.; Trouble déficitaire de l'attention--Traitement--Ouvrages de vulgarisation.; Guides pratiques,9782761958837; 2761958837,9782761958837,
161,Darwin /,"Clot, Christian",Glénat,"Darwin, Charles Robert; Bandes dessinées",9782344007297; 2344007296; 9782344013618; 234401361X,9782344007297,
162,Vanité /,"Freudiger, Reynald",Editions de l'Aire,Roman suisse de langue française,9782889562466; 2889562468,9782889562466,
163,Ceci n'est pas un fait divers : roman /,"Besson, Philippe",Julliard,Roman,9782260055372; 2260055370,9782260055372,https://covers.openlibrary.org/b/isbn/2260055370-M.jpg?default=false
164,L'attaque des citrouilles /,"Balpe, Anne-Gaëlle",Nathan,,9782092493892; 2092493892,9782092493892,
165,Mouches /,"Richoz, Mélanie",Éditions Slatkine,"Alzheimer, Maladie d'",9782832110904; 2832110908,9782832110904,
166,Alexandra David-Néel : [les chemins de Lhassa] /,"Perrissin, Christian",Glénat,"David-Néel, Alexandra; Tibet (Chine)--20e siècle--Découverte et exploration; Bandes dessinées",9782723498470; 2723498476,9782723498470,
167,Les femmes du bout du monde : roman /,"Da Costa, Mélissa",Albin Michel,Maoris (peuple de Nouvelle-Zélande); Roman français,9782226472724; 222647272X,9782226472724,https://covers.openlibrary.org/b/isbn/9782226472724-M.jpg?default=false
168,Rouge /,"Robert, Claude",Favre,Roman policier; Roman suisse de langue française,9782828921149; 282892114X,9782828921149,
169,Galel /,"Desarzens, Fanny",Éditions Slatkine,Amitié; Roman suisse de langue française; Roman,2832110894; 9782832110898,2832110894,
170,Le vol des Glaneuses /,"Salvadore, Matteo 2001-....",Plaisir de lire,Roman policier suisse de langue française,9782883872295; 2883872295,9782883872295,
171,Nani : roman /,"Richoz, Mélanie",Slatkine,Roman suisse de langue française,9782832112410; 2832112412,9782832112410,
172,Le chant des innocents : roman /,"Pulixi, Piergiorgio 1982-....",Gallmeister,Roman policier italien--2000-....,9782351782781; 235178278X,9782351782781,
173,Le petit guide illustré du TDAH : enfin comprendre comment je fonctionne ! : enfin apprendre à vivre avec ! /,"Gendron, Alice",Albin Michel,Neurodiversité; Trouble déficitaire de l'attention avec ou sans hyperactivité; Guides pratiques,9782226486523; 2226486526,9782226486523,
174,James Cook /,"Bollée, Laurent-Frédéric",Glénat,"Cook, James; Explorateurs; [Bandes dessinées]",9782344036846; 2344036849; 9782344039397; 2344039392,9782344036846,https://covers.openlibrary.org/b/isbn/9782344036846-M.jpg?default=false
175,Buvettes et auberges d'alpages de Suisse romande,,Terre & nature,Buvettes--Suisse romande; Guides touristiques et de visite; Restaurants--Montagnes,9782970091660; 2970091666,9782970091660,
176,Le philatéliste : roman /,"Feuz, Nicolas 1971-....",Rosie & Wolfe,Roman policier suisse de langue française,9782889730445; 2889730441,9782889730445,
177,Déréglée : journal d'une ménopause /,"Oomen, Francine 1960-....",Les Presses de la Cité,Menopause; Graphic Novel; Ménopause--Récits personnels; Romans graphiques,9782258202351; 2258202353,9782258202351,
178,Astra Nova /,"Blumen, Lisa",L'Employé du Moi,Bandes dessinées,9782390041023; 2390041027,9782390041023,
179,Demain les oiseaux : intégrale /,"Tezuka, Osamu, 1928-1989",Delcourt,Bandes dessinées,9782413045304; 2413045309,9782413045304,
180,L'engrenage du mal /,"Feuz, Nicolas, 1971-",Slatkine & Cie,Roman policier,9782889441433; 2889441431,9782889441433,
181,Franklin : les prisonniers de l'Arctique /,"Durand, Michel, auteur de BD",Glénat,Passage du Nord-Ouest (Arctique); Pôle Nord--Découverte et exploration; Bandes dessinées,9782344032688; 2344032681,9782344032688,
182,Les larmes du lagon /,"Feuz, Nicolas 1971-....",Slatkine & Cie,Roman suisse; Roman policier,9782889442164; 2889442160,9782889442164,https://covers.openlibrary.org/b/isbn/9782889442164-M.jpg?default=false
183,Vallée du silicium /,"Damasio, Alain 1969-....",Villa Albertine; Seuil,Modes de vie--Effets des innovations technologiques; Nouvelles de science-fiction francophones; Essai (genre littéraire),9782021558746; 2021558746,9782021558746,https://covers.openlibrary.org/b/id/14613779-M.jpg?default=false
184,A la poursuite du dragon /,"Yoakim-Pasquier, Karine",Oskar Editeur,Japon; Arts martiaux; Roman pour la jeunesse,9791021407718,9791021407718,
185,Le koala qui disait des gros mots /,"Beigel, Christine",Gautier-Languereau,Mots grossiers; Livres d'images,9782013936354; 2013936354,9782013936354,
186,Killiok /,"Brouillard, Anne",L'Ecole des loisirs,Habitations; Livres d'images,9782211322041; 2211322042,9782211322041,
187,On a volé mon slip ! /,"Torti, Dominique",Editions Torti,Livres (premières lectures),9782970146223; 2970146223,9782970146223,
188,"Berne, nid d'espions : l'affaire Dubois 1955-1957 /","Burnand, Eric",Antipodes,"Relations extérieures--Algérie--Berne (Suisse, ville)--1954-1962; Bandes dessinées",9782889012350; 2889012352,9782889012350,
189,"Danemark, Suède",,Michelin,Danemark; Suède; [Guides touristiques et de visite],9782067251069; 2067251066,9782067251069,https://covers.openlibrary.org/b/id/10746043-M.jpg?default=false
190,"Danemark, Suède : 2017-2018 /",,Hachette Tourisme,Danemark; Suède; Guides touristiques et de visite,9782012799363; 2012799361,9782012799363,https://covers.openlibrary.org/b/id/10746043-M.jpg?default=false
191,Cinq méditations sur la beauté /,"Cheng, François",Albin Michel,beauté--philosophie chinoise; beauté--* philosophie; Philosophie,2226172157; 9782226172150; 2226139605; 9782226139603,2226172157,https://covers.openlibrary.org/b/id/7334337-M.jpg?default=false
192,"Mourir : ce que l'on sait, ce que l'on peut faire, comment s'y préparer /","Borasio, Gian Domenico, 1962-",Genoud Arts graphiques; Presses polytechniques et universitaires romandes,"Terminal Care; Palliative Care; Attitude to Death; Euthanasia; Suicide, Assisted; Accompagnement de la fin de vie; Mort; Fin de vie",9782889154074; 2889154076,9782889154074,
193,Le hasard enchanté et les forces de l'espoir /,"Clervoy, Patrick",Odile Jacob,Hasard; Destin et fatalisme; Psychologie; Psychiatrie; Écrivains,9782415002961; 2415002968,9782415002961,
194,Pologne,,Michelin,Pologne; [Guides touristiques et de visite],9782067244993; 206724499X,9782067244993,
195,Soigner les vivants et parler aux morts /,"Favre, Brigitte",Favre,Peur de la mort; Deuil; Médiumnité,9782828918835; 2828918831,9782828918835,
196,Venise,,Michelin,Venise (Italie); Guides touristiques et de visite,9782067256187; 2067256181,9782067256187,https://covers.openlibrary.org/b/id/9144466-M.jpg?default=false
197,"Après Jésus : l'invention du christianisme"" /",,Albin Michel,,9782226479501; 2226479503,9782226479501,https://covers.openlibrary.org/b/id/10488612-M.jpg?default=false
198,"Spinoza : éthique, de la vérité au bonheur /","Spinoza, Baruch, dit Benedictus de",Dunod,"Spinoza, Baruch.--""Ethique""; Bandes dessinées",9782100810567; 2100810561,9782100810567,https://covers.openlibrary.org/b/id/6550807-M.jpg?default=false
199,En thérapie : la psychanalyse en série /,"Ricome, Joffrey",Gründ,Séries télévisées--Critique et interprétation; Psychanalyse; Ouvrages de vulgarisation,9782324032042; 232403204X,9782324032042,
200,Les nouvelles routes du soi : [en immersion chez les nouveaux spirituels] /,"Bonomelli, Marc 19-....",Arkhê,Chamanisme; Méditation; Gourous; Réalisation de soi; Sorcières; Spiritualité--2000-....; Conscience de soi,9782918682936; 2918682934,9782918682936,
